Selected profile file,Bill Name,Personal Prediction,Real Result,Bill Number
Abigail Spanberger_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",Nay,Yea,H.R. 3672
Abigail Spanberger_profile.json,"Small Business Mergers, Acquisitions, Sales, and Brokerage Simplification Act of 2021",Yea,Yea,H.R. 935 (117th)
Abigail Spanberger_profile.json,Empowering the U.S. Fire Administration Act,Yea,Yea,H.R. 7077 (117th)
Abigail Spanberger_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Yea,Yea,H.R. 1437 (117th)
Abigail Spanberger_profile.json,"To designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the Vanessa Guill\u00e9n Post Office Building.",Yea,Yea,H.R. 224 (117th)
Abigail Spanberger_profile.json,"To designate the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the \u201cMarine Corps Reserve PVT Jacob Cruz Post Office\u201d.",Yea,Yea,H.R. 5900 (117th)
Abigail Spanberger_profile.json,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the \u201cLawrence M. \u2018Larry\u2019 Walsh Sr. Post Office\u201d.",Yea,Yea,H.R. 700 (117th)
Abigail Spanberger_profile.json,"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",Yea,Yea,H.R. 6386 (117th)
Abigail Spanberger_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,Yea,Yea,H.R. 1096
Abigail Spanberger_profile.json,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",Yea,Yea,H.R. 91 (117th)
Abigail Spanberger_profile.json,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",Yea,Yea,H.R. 92 (117th)
Abigail Spanberger_profile.json,VA Transparency & Trust Act of 2021,Yea,Yea,H.R. 2911 (117th)
Abigail Spanberger_profile.json,"To designate the facility of the United States Postal Service located at 39 West Main Street, in Honeoye Falls, New York, as the \u201cCW4 Christian J. Koch Memorial Post Office\u201d.",Yea,Yea,H.R. 3508 (117th)
Abigail Spanberger_profile.json,"Emergency Security Supplemental Appropriations Act, 2021",Yea,Yea,H.R. 3237 (117th)
Abigail Spanberger_profile.json,Cybersecurity Grants for Schools Act of 2022,Yea,Yea,H.R. 6868 (117th)
Abigail Spanberger_profile.json,Veterans Eligible to Transfer School (VETS) Credit Act,Yea,Yea,H.R. 6604 (117th)
Abigail Spanberger_profile.json,National Defense Authorization Act for Fiscal Year 2024,Nay,Nay,H.R. 2670
Abigail Spanberger_profile.json,"To award four congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Yea,Yea,H.R. 3325 (117th)
Abigail Spanberger_profile.json,MST Claims Coordination Act,Yea,Yea,H.R. 7335 (117th)
Abigail Spanberger_profile.json,Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,Not Voting,Not Voting,H.R. 2992 (117th)
Abigail Spanberger_profile.json,VA Peer Support Enhancement for MST Survivors Act,Yea,Yea,H.R. 2724 (117th)
Abigail Spanberger_profile.json,Department of Energy Science for the Future Act,Yea,Yea,H.R. 3593 (117th)
Abigail Spanberger_profile.json,National Science Foundation for the Future Act,Yea,Yea,H.R. 2225 (117th)
Abigail Spanberger_profile.json,Trans-Sahara Counterterrorism Partnership Program Act of 2021,Yea,Yea,H.R. 567 (117th)
Abigail Spanberger_profile.json,Inspector General Independence and Empowerment Act of 2021,Yea,Yea,H.R. 2662 (117th)
Abigail Spanberger_profile.json,"Consolidated Appropriations Act, 2024",Yea,Nay,H.R. 4366
Abigail Spanberger_profile.json,James M. Inhofe National Defense Authorization Act for Fiscal Year 2023,Not Voting,Not Voting,H.R. 7776 (117th)
Abigail Spanberger_profile.json,"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",Yea,Yea,H.R. 1664 (117th)
Abigail Spanberger_profile.json,Industrial Control Systems Cybersecurity Training Act,Nay,Yea,H.R. 7777 (117th)
Abigail Spanberger_profile.json,Protecting Hunting Heritage and Education Act,Yea,Yea,H.R. 5110
Abigail Spanberger_profile.json,"CHIPS Act of 2022 / Research and Development, Competition, and Innovation Act / Supreme Court Security Funding Act of 2022",Yea,Yea,H.R. 4346
Abigail Spanberger_profile.json,"Further Additional Continuing Appropriations and Extensions Act, 2023",Yea,Yea,H.R. 4373 (117th)
Abigail Spanberger_profile.json,"Emergency Security Supplemental Appropriations Act, 2021",Yea,Yea,H.R. 3237 (117th)
Abigail Spanberger_profile.json,First Responder Fair RETIRE Act,Yea,Yea,H.R. 521 (117th)
Abigail Spanberger_profile.json,"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",Yea,Yea,H.R. 5271 (117th)
Abigail Spanberger_profile.json,"To designate the September 11th National Memorial Trail Route, and for other purposes.",Yea,Yea,H.R. 2278 (117th)
Abigail Spanberger_profile.json,Amache National Historic Site Act,Yea,Yea,H.R. 2497 (117th)
Abigail Spanberger_profile.json,"To designate the facility of the United States Postal Service located at 4020 Broadway Street in Houston, Texas, as the Benny C. Martinez Post Office Building.",Yea,Yea,H.R. 203 (117th)
Abigail Spanberger_profile.json,"To designate the facility of the United States Postal Service located at 1961 North C Street in Oxnard, California, as the \u201cJohn R. Hatcher III Post Office Building\u201d.",Nay,Yea,H.R. 5659 (117th)
Abigail Spanberger_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",Nay,Nay,H.R. 4665
Abigail Spanberger_profile.json,"Department of Homeland Security Appropriations Act, 2024",Nay,Nay,H.R. 4367
Abigail Spanberger_profile.json,"Department of Defense Appropriations Act, 2024",Nay,Nay,H.R. 4365
Abigail Spanberger_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",Nay,Nay,H.R. 4368
Abigail Spanberger_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",Yea,Yea,H.R. 5860
Abigail Spanberger_profile.json,War Crimes Rewards Expansion Act,Yea,Yea,H.R. 4250 (117th)
Abigail Spanberger_profile.json,"Consolidated Appropriations Act, 2023",Yea,Yea,H.R. 2617 (117th)
Abigail Spanberger_profile.json,Federal Rotational Cyber Workforce Program Act of 2021,Nay,Yea,H.R. 3599 (117th)
Abigail Spanberger_profile.json,Great Dismal Swamp National Heritage Area Act,Yea,Yea,H.R. 1154 (117th)
Abigail Spanberger_profile.json,"CHIPS Act of 2022 / Research and Development, Competition, and Innovation Act / Supreme Court Security Funding Act of 2022",Yea,Yea,H.R. 4346
Abigail Spanberger_profile.json,Big Cat Public Safety Act,Yea,Yea,H.R. 263 (117th)
Abigail Spanberger_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",Nay,Nay,H.R. 4394
Abigail Spanberger_profile.json,"Legislative Branch Appropriations Act, 2024",Nay,Nay,H.R. 4364
Abigail Spanberger_profile.json,Drug-Free Communities Pandemic Relief Act,Yea,Yea,H.R. 654 (117th)
Abigail Spanberger_profile.json,"Further Additional Continuing Appropriations and Other Extensions Act, 2024",Yea,Yea,H.R. 2872
Abigail Spanberger_profile.json,National Aviation Preparedness Plan Act of 2022,Yea,Yea,H.R. 884 (117th)
Abigail Spanberger_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",Nay,Nay,H.R. 4821
Abigail Spanberger_profile.json,Catawba Indian Nation Lands Act,Yea,Yea,H.R. 1619 (117th)
Abigail Spanberger_profile.json,Old Pascua Community Land Acquisition Act,Yea,Yea,H.R. 4881 (117th)
Abigail Spanberger_profile.json,Bear River National Heritage Area Study Act,Yea,Yea,H.R. 3616 (117th)
Abigail Spanberger_profile.json,"Further Consolidated Appropriations Act, 2024",Yea,Yea,H.R. 2882
Abigail Spanberger_profile.json,NOTAM Improvement Act of 2023,Yea,Yea,H.R. 3469 (117th)
Abigail Spanberger_profile.json,NOTAM Improvement Act of 2023,Yea,Yea,H.R. 3462 (117th)
Abigail Spanberger_profile.json,Merger Filing Fee Modernization Act of 2022,Yea,Yea,H.R. 3843 (117th)
Abigail Spanberger_profile.json,Visit America Act,Yea,Yea,H.R. 6965 (117th)
Abigail Spanberger_profile.json,"Continuing Appropriations and Ukraine Supplemental Appropriations Act, 2023",Yea,Yea,H.R. 6833 (117th)
Abigail Spanberger_profile.json,Hazard Eligibility and Local Projects Act,Yea,Yea,H.R. 1917 (117th)
Abigail Spanberger_profile.json,"To redesignate the Federal building located at 167 North Main Street in Memphis, Tennessee as the \u201cOdell Horton Federal Building\u201d.",Yea,Yea,H.R. 390 (117th)
Abigail Spanberger_profile.json,Advanced Air Mobility Coordination and Leadership Act,Yea,Yea,H.R. 1339 (117th)
Abigail Spanberger_profile.json,"To amend title 40, United States Code, to modify the treatment of certain bargain-price options to purchase at less than fair market value, and for other purposes.",Nay,Yea,H.R. 2220 (117th)
Abigail Spanberger_profile.json,Department of Veterans Affairs Information Technology Reform Act of 2021,Yea,Yea,H.R. 2250 (117th)
Abigail Spanberger_profile.json,Lymphedema Treatment Act,Yea,Yea,H.R. 3630 (117th)
Abigail Spanberger_profile.json,Pala Band of Mission Indians Land Transfer Act of 2023,Yea,Yea,H.R. 4233
Abigail Spanberger_profile.json,TRANSLATE ACT,Yea,Yea,H.R. 5574 (117th)
Abigail Spanberger_profile.json,Airport and Airway Extension Act of 2024,Yea,Yea,H.R. 7454
Abigail Spanberger_profile.json,"Extension of Continuing Appropriations and Other Matters Act, 2024",Yea,Yea,H.R. 7463
Abigail Spanberger_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",Yea,Yea,H.R. 6363
Abigail Spanberger_profile.json,Safeguard Tribal Objects of Patrimony Act of 2021,Yea,Yea,H.R. 2930 (117th)
Abigail Spanberger_profile.json,Accelerating Access to Critical Therapies for ALS Act,Yea,Yea,H.R. 3537 (117th)
Abigail Spanberger_profile.json,Dr. Lorna Breen Health Care Provider Protection Act,Nay,Yea,H.R. 1667 (117th)
Abigail Spanberger_profile.json,Agua Caliente Land Exchange Fee to Trust Confirmation Act,Yea,Yea,H.R. 897 (117th)
Abigail Spanberger_profile.json,Women Who Worked on the Home Front World War II Memorial Act,Yea,Yea,H.R. 3531 (117th)
Abigail Spanberger_profile.json,5G SALE Act,Yea,Yea,H.R. 5677 (117th)
Abigail Spanberger_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Yea,Yea,H.R. 1437 (117th)
Abigail Spanberger_profile.json,"Airport and Airway Extension Act of 2023, Part II",Yea,Yea,H.R. 6503
Abigail Spanberger_profile.json,Hazard Eligibility and Local Projects Act,Yea,Yea,H.R. 1917 (117th)
Abigail Spanberger_profile.json,National Defense Authorization Act for Fiscal Year 2024,Yea,Yea,H.R. 2670
Abigail Spanberger_profile.json,"Consolidated Appropriations Act, 2023",Yea,Yea,H.R. 2617 (117th)
Adam Schiff_profile.json,"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Yea,Yea,H.R. 1085 (117th)
Adam Schiff_profile.json,VOCA Fix to Sustain the Crime Victims Fund Act of 2021,Yea,Yea,H.R. 1652 (117th)
Adam Schiff_profile.json,Ukraine Invasion War Crimes Deterrence and Accountability Act,Yea,Yea,H.R. 7276 (117th)
Adam Schiff_profile.json,Fiscal Responsibility Act of 2023,Yea,Yea,H.R. 3746
Adam Schiff_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Yea,H.R. 1868 (117th)
Adam Schiff_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Nay,Yea,H.R. 1868 (117th)
Adam Schiff_profile.json,United States Anti-Doping Agency Reauthorization Act of 2021,Yea,Yea,H.R. 172 (117th)
Adam Schiff_profile.json,Fraud and Scam Reduction Act,Nay,Yea,H.R. 1215 (117th)
Adam Schiff_profile.json,Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act of 2021,Yea,Yea,H.R. 1460 (117th)
Adam Schiff_profile.json,TRANSPLANT Act of 2021,Yea,Yea,H.R. 941 (117th)
Adam Schiff_profile.json,DEBAR Act of 2021,Nay,Yea,H.R. 1002 (117th)
Adam Schiff_profile.json,Protecting Indian Tribes from Scams Act,Nay,Yea,H.R. 1762 (117th)
Adam Schiff_profile.json,Ensuring Compliance Against Drug Diversion Act of 2021,Yea,Yea,H.R. 1899 (117th)
Adam Schiff_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",Yea,Yea,H.R. 3672
Adam Schiff_profile.json,"Small Business Mergers, Acquisitions, Sales, and Brokerage Simplification Act of 2021",Yea,Yea,H.R. 935 (117th)
Adam Schiff_profile.json,Empowering the U.S. Fire Administration Act,Yea,Yea,H.R. 7077 (117th)
Adam Schiff_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Yea,Yea,H.R. 1437 (117th)
Adam Schiff_profile.json,"To designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the Vanessa Guill\u00e9n Post Office Building.",Yea,Yea,H.R. 224 (117th)
Adam Schiff_profile.json,"To designate the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the \u201cMarine Corps Reserve PVT Jacob Cruz Post Office\u201d.",Yea,Yea,H.R. 5900 (117th)
Adam Schiff_profile.json,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the \u201cLawrence M. \u2018Larry\u2019 Walsh Sr. Post Office\u201d.",Yea,Yea,H.R. 700 (117th)
Adam Schiff_profile.json,"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",Yea,Yea,H.R. 6386 (117th)
Adam Schiff_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,Yea,Yea,H.R. 1096
Adam Schiff_profile.json,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",Yea,Yea,H.R. 91 (117th)
Adam Schiff_profile.json,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",Yea,Yea,H.R. 92 (117th)
Adam Schiff_profile.json,VA Transparency & Trust Act of 2021,Yea,Yea,H.R. 2911 (117th)
Adam Schiff_profile.json,"To designate the facility of the United States Postal Service located at 39 West Main Street, in Honeoye Falls, New York, as the \u201cCW4 Christian J. Koch Memorial Post Office\u201d.",Yea,Yea,H.R. 3508 (117th)
Adam Schiff_profile.json,"Emergency Security Supplemental Appropriations Act, 2021",Yea,Yea,H.R. 3237 (117th)
Adam Schiff_profile.json,Cybersecurity Grants for Schools Act of 2022,Yea,Yea,H.R. 6868 (117th)
Adam Schiff_profile.json,Veterans Eligible to Transfer School (VETS) Credit Act,Yea,Yea,H.R. 6604 (117th)
Adam Schiff_profile.json,National Defense Authorization Act for Fiscal Year 2024,Yea,Nay,H.R. 2670
Adam Schiff_profile.json,"To award four congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Yea,Yea,H.R. 3325 (117th)
Adam Schiff_profile.json,MST Claims Coordination Act,Yea,Yea,H.R. 7335 (117th)
Adam Schiff_profile.json,Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,Yea,Yea,H.R. 2992 (117th)
Adam Schiff_profile.json,VA Peer Support Enhancement for MST Survivors Act,Nay,Yea,H.R. 2724 (117th)
Adam Schiff_profile.json,Department of Energy Science for the Future Act,Yea,Yea,H.R. 3593 (117th)
Adam Schiff_profile.json,National Science Foundation for the Future Act,Yea,Yea,H.R. 2225 (117th)
Adam Schiff_profile.json,Trans-Sahara Counterterrorism Partnership Program Act of 2021,Yea,Yea,H.R. 567 (117th)
Adam Schiff_profile.json,Inspector General Independence and Empowerment Act of 2021,Yea,Yea,H.R. 2662 (117th)
Adam Schiff_profile.json,"Consolidated Appropriations Act, 2024",Yea,Nay,H.R. 4366
Adam Schiff_profile.json,James M. Inhofe National Defense Authorization Act for Fiscal Year 2023,Yea,Yea,H.R. 7776 (117th)
Adam Schiff_profile.json,"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",Yea,Yea,H.R. 1664 (117th)
Adam Schiff_profile.json,Industrial Control Systems Cybersecurity Training Act,Yea,Yea,H.R. 7777 (117th)
Adam Schiff_profile.json,Protecting Hunting Heritage and Education Act,Yea,Yea,H.R. 5110
Adam Schiff_profile.json,"CHIPS Act of 2022 / Research and Development, Competition, and Innovation Act / Supreme Court Security Funding Act of 2022",Yea,Yea,H.R. 4346
Adam Schiff_profile.json,"Further Additional Continuing Appropriations and Extensions Act, 2023",Yea,Yea,H.R. 4373 (117th)
Adam Schiff_profile.json,"Emergency Security Supplemental Appropriations Act, 2021",Yea,Yea,H.R. 3237 (117th)
Adam Schiff_profile.json,First Responder Fair RETIRE Act,Yea,Yea,H.R. 521 (117th)
Adam Schiff_profile.json,"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",Yea,Yea,H.R. 5271 (117th)
Adam Schiff_profile.json,"To designate the September 11th National Memorial Trail Route, and for other purposes.",Yea,Yea,H.R. 2278 (117th)
Adam Schiff_profile.json,Amache National Historic Site Act,Yea,Yea,H.R. 2497 (117th)
Adam Schiff_profile.json,"To designate the facility of the United States Postal Service located at 4020 Broadway Street in Houston, Texas, as the Benny C. Martinez Post Office Building.",Yea,Yea,H.R. 203 (117th)
Adam Schiff_profile.json,"To designate the facility of the United States Postal Service located at 1961 North C Street in Oxnard, California, as the \u201cJohn R. Hatcher III Post Office Building\u201d.",Yea,Yea,H.R. 5659 (117th)
Adam Schiff_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",Nay,Nay,H.R. 4665
Adam Schiff_profile.json,"Department of Homeland Security Appropriations Act, 2024",Nay,Nay,H.R. 4367
Adam Schiff_profile.json,"Department of Defense Appropriations Act, 2024",Yea,Nay,H.R. 4365
Adam Schiff_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",Yea,Nay,H.R. 4368
Adam Schiff_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",Yea,Yea,H.R. 5860
Adam Schiff_profile.json,War Crimes Rewards Expansion Act,Yea,Yea,H.R. 4250 (117th)
Adam Schiff_profile.json,"Consolidated Appropriations Act, 2023",Yea,Yea,H.R. 2617 (117th)
Adam Schiff_profile.json,Federal Rotational Cyber Workforce Program Act of 2021,Yea,Yea,H.R. 3599 (117th)
Adam Schiff_profile.json,Great Dismal Swamp National Heritage Area Act,Yea,Yea,H.R. 1154 (117th)
Adam Schiff_profile.json,"CHIPS Act of 2022 / Research and Development, Competition, and Innovation Act / Supreme Court Security Funding Act of 2022",Yea,Yea,H.R. 4346
Adam Schiff_profile.json,Big Cat Public Safety Act,Yea,Yea,H.R. 263 (117th)
Adam Schiff_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",Yea,Nay,H.R. 4394
Adam Schiff_profile.json,"Legislative Branch Appropriations Act, 2024",Not Voting,Not Voting,H.R. 4364
Adam Schiff_profile.json,Drug-Free Communities Pandemic Relief Act,Yea,Yea,H.R. 654 (117th)
Adam Schiff_profile.json,"Further Additional Continuing Appropriations and Other Extensions Act, 2024",Yea,Yea,H.R. 2872
Adam Schiff_profile.json,National Aviation Preparedness Plan Act of 2022,Yea,Yea,H.R. 884 (117th)
Adam Schiff_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",Yea,Nay,H.R. 4821
Adam Schiff_profile.json,Catawba Indian Nation Lands Act,Yea,Yea,H.R. 1619 (117th)
Adam Schiff_profile.json,Old Pascua Community Land Acquisition Act,Nay,Yea,H.R. 4881 (117th)
Adam Schiff_profile.json,Bear River National Heritage Area Study Act,Yea,Yea,H.R. 3616 (117th)
Adam Schiff_profile.json,"Further Consolidated Appropriations Act, 2024",Yea,Yea,H.R. 2882
Adam Schiff_profile.json,NOTAM Improvement Act of 2023,Yea,Yea,H.R. 3469 (117th)
Adam Schiff_profile.json,NOTAM Improvement Act of 2023,Nay,Yea,H.R. 3462 (117th)
Adam Schiff_profile.json,Merger Filing Fee Modernization Act of 2022,Nay,Yea,H.R. 3843 (117th)
Adam Schiff_profile.json,Visit America Act,Yea,Yea,H.R. 6965 (117th)
Adam Schiff_profile.json,"Continuing Appropriations and Ukraine Supplemental Appropriations Act, 2023",Yea,Yea,H.R. 6833 (117th)
Adam Schiff_profile.json,Hazard Eligibility and Local Projects Act,Yea,Yea,H.R. 1917 (117th)
Adam Schiff_profile.json,"To redesignate the Federal building located at 167 North Main Street in Memphis, Tennessee as the \u201cOdell Horton Federal Building\u201d.",Yea,Yea,H.R. 390 (117th)
Adam Schiff_profile.json,Advanced Air Mobility Coordination and Leadership Act,Yea,Yea,H.R. 1339 (117th)
Adam Schiff_profile.json,"To amend title 40, United States Code, to modify the treatment of certain bargain-price options to purchase at less than fair market value, and for other purposes.",Yea,Yea,H.R. 2220 (117th)
Adam Schiff_profile.json,Department of Veterans Affairs Information Technology Reform Act of 2021,Yea,Yea,H.R. 2250 (117th)
Adam Schiff_profile.json,Lymphedema Treatment Act,Yea,Yea,H.R. 3630 (117th)
Adam Schiff_profile.json,Pala Band of Mission Indians Land Transfer Act of 2023,Yea,Yea,H.R. 4233
Adam Schiff_profile.json,TRANSLATE ACT,Yea,Yea,H.R. 5574 (117th)
Adam Schiff_profile.json,Airport and Airway Extension Act of 2024,Yea,Yea,H.R. 7454
Adam Schiff_profile.json,"Extension of Continuing Appropriations and Other Matters Act, 2024",Yea,Yea,H.R. 7463
Adam Schiff_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",Yea,Yea,H.R. 6363
Adam Schiff_profile.json,Safeguard Tribal Objects of Patrimony Act of 2021,Nay,Yea,H.R. 2930 (117th)
Adam Schiff_profile.json,Accelerating Access to Critical Therapies for ALS Act,Yea,Yea,H.R. 3537 (117th)
Adam Schiff_profile.json,Dr. Lorna Breen Health Care Provider Protection Act,Nay,Yea,H.R. 1667 (117th)
Adam Schiff_profile.json,Agua Caliente Land Exchange Fee to Trust Confirmation Act,Yea,Yea,H.R. 897 (117th)
Adam Schiff_profile.json,Women Who Worked on the Home Front World War II Memorial Act,Yea,Yea,H.R. 3531 (117th)
Adam Schiff_profile.json,5G SALE Act,Yea,Yea,H.R. 5677 (117th)
Adam Schiff_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Yea,Yea,H.R. 1437 (117th)
Adam Schiff_profile.json,"Airport and Airway Extension Act of 2023, Part II",Yea,Yea,H.R. 6503
Adam Schiff_profile.json,Hazard Eligibility and Local Projects Act,Yea,Yea,H.R. 1917 (117th)
Adam Schiff_profile.json,National Defense Authorization Act for Fiscal Year 2024,Yea,Yea,H.R. 2670
Adam Schiff_profile.json,"Consolidated Appropriations Act, 2023",Yea,Yea,H.R. 2617 (117th)
Adrian Smith_profile.json,COVID-19 Bankruptcy Relief Extension Act of 2021,Yea,Yea,H.R. 1651 (117th)
Adrian Smith_profile.json,"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Yea,Yea,H.R. 1085 (117th)
Adrian Smith_profile.json,VOCA Fix to Sustain the Crime Victims Fund Act of 2021,Yea,Yea,H.R. 1652 (117th)
